カード名,登場期
影依の巫女 エリアル,10
影光の聖選士,10
エルシャドール・アプカローネ,10
風霊媒師ウィン,10
オルターガイスト・メモリーガント,10
オルターガイスト・プークエリ,10
オルターガイスト・フィジアラート,10
ティンダングル・ドールス,10
ローズ・プリンセス,10
変容王 ヘル・ゲル,10
ライトハンド・シャーク,10
レフトハンド・シャーク,10
白薔薇の回廊,10
バーニング・ソウル,10
報復の隠し歯,10
ハイパー・ギャラクシー,10
ペンデュラム・シフト,10
ペンデュラム・エクシーズ,10
ダウジング・フュージョン,10
白の水鏡,10
エターナル・ボンド,10
パラレルエクシード,10
コードブレイカー・ゼロデイ,10
転生炎獣ゼブロイドX,10
剛鬼アイアン・クロー,10
剛鬼ガッツ,10
海晶乙女バシランリマ,10
ノクトビジョン・ドラゴン,10
アークネメシス・プロートス,10
アークネメシス・エスカトス,10
ネメシス・フラッグ,10
ネメシス・アンブレラ,10
ネメシス・コリドー,10
深海のアーチザン,10
深海のセントリー,10
深海のミンストレル,10
スカーレッド・ファミリア,10
クリムゾン・リゾネーター,10
ランタン・シャーク,10
カッター・シャーク,10
戦華の孟－曹徳,10
戦華の来－張遠,10
戦華の詭－賈文,10
戦華の智－諸葛孔,10
宵星の騎士ギルス,10
天雷震龍－サンダー・ドラゴン,10
ドラゴンメイド・チェイム,10
轟の王 ハール,10
王の影 ロプトル,10
破械童子サラマ,10
獣神王バルバロス,10
機巧狐－宇迦之御魂稲荷,10
トリアス・ヒエラルキア,10
氷天禍チルブレイン,10
ユニオン・ドライバー,10
悪魔嬢マリス,10
朔夜しぐれ,10
珠玉獣－アルゴザウルス,10
百景戦都ゴルディロックス,10
マジカル・ハウンド,10
召喚獣アウゴエイデス,10
ドラゴンメイド・シュトラール,10
深海姫プリマドーナ,10
飢鰐竜アーケティス,10
ヴァリアント・シャーク・ランサー,10
アロメルスの蟲惑魔,10
アクセスコード・トーカー,10
プロキシー・F・マジシャン,10
スプラッシュ・メイジ,10
リンクロス,10
ジ・アライバル・サイバース＠イグニスター,10
コードブレイカー・ウイルスバーサーカー,10
コードブレイカー・ウイルスソードマン,10
剛鬼ザ・パワーロード・オーガ,10
海晶乙女グレート・バブル・リーフ,10
清冽の水霊使いエリア,10
Ai－コンタクト,10
逆巻く炎の宝札,10
リンク・バースト,10
メールの階段,10
星義の執行者,10
深海のアリア,10
コマンド・リゾネーター,10
エアー・トルピード,10
マドルチェ・サロン,10
煉獄の災天,10
超重機回送,10
ウィッチクラフト・デモンストレーション,10
眷現の呪眼,10
戦華史略－十万之矢,10
メガリス・アンフォームド,10
融合派兵,10
繁華の花笑み,10
Ai－Q,10
スカーレッド・レイン,10
エクシーズ・リバイブ・スプラッシュ,10
マドルチェ・プロムナード,10
ウィッチクラフト・パトローナス,10
墓穴ホール,10
巨神封じの矢,10
ピンポイント奪取,10
ディザスター・デーモン,10
背護衛,10
いたずら風のフィードラン,10
九魂猫,10
契約の遂行,10
海造賊－白髭の機関士,10
海造賊－赤髭の航海士,10
海造賊－豪速のブレンネ号,10
海造賊－静寂のメルケ号,10
海造賊－キャプテン黒髭,10
海造賊－拠点,10
海造賊－大航海,10
焔聖騎士－リナルド,10
宣告者の神巫,10
眩月龍セレグレア,10
生きる偲びのシルキィ,10
驀進装甲ライノセイバー,10
闇味鍋パーティー,10
捲怒重来,10
マシンナーズ・カーネル,10
マシンナーズ・エアレイダー,10
マシンナーズ・ラディエーター,10
機甲部隊の再編制,10
機甲部隊の防衛圏,10
機甲部隊の超臨界,10
マシンナーズ・パゼストレージ,10
無許可の再奇動,10
魔救の追求者,10
魔救の探索者,10
魔救の分析者,10
魔救の奇石－レオナイト,10
魔救の奇石－ラプタイト,10
魔救の奇石－ドラガイト,10
魔救の奇跡－レオナイト,10
魔救の奇跡－ラプタイト,10
魔救の奇跡－ドラガイト,10
アダマシア・ラピュタイト,10
魔救の息吹,10
魔救の救砕,10
魔救共振撃,10
六花のひとひら,10
六花精プリム,10
六花精シクラン,10
六花精ボタン,10
六花精エリカ,10
六花精スノードロップ,10
六花精ヘレボラス,10
六花聖カンザシ,10
六花聖ティアドロップ,10
六花絢爛,10
六花の風花,10
六花深々,10
六花の薄氷,10
黄金卿エルドリッチ,10
呪われしエルドランド,10
黒き覚醒のエルドリクシル,10
白き宿命のエルドリクシル,10
紅き血染めのエルドリクシル,10
黄金郷のガーディアン,10
黄金郷のワッケーロ,10
黄金郷のコンキスタドール,10
永久に輝けし黄金郷,10
黄金の征服王,10
アーマード・ビットロン,10
グッサリ＠イグニスター,10
ガッチリ＠イグニスター,10
幻魔皇ラビエル－天界蹂躙拳,10
カオス・コア,10
暗黒の招来神,10
混沌の召喚神,10
失楽の霹靂,10
七精の解門,10
ハイパーブレイズ,10
覚醒の三幻魔,10
次元融合殺,10
リセの蟲惑魔,10
龍馬躓図,10
魔妖遊行,10
SRブロックンロール,10
SRカールターボ,10
DDドッグ,10
マシンナーズ・メタルクランチ,10
電脳堺獣－鷲々,10
電脳堺龍－龍々,10
電脳堺姫－娘々,10
闇竜族の爪,11
ソウル・シザー,11
ライトローミディアム,11
攻撃誘導アーマー,11
削りゆく命,11
機械じかけのマジックミラー,11
暗黒の魔再生,11
ペンギン魚雷,11
敵襲警報－イエローアラート－,11
神の進化,11
武装再生,11
プレイング・マンティス,11
ガード・マンティス,11
小天使テルス,11
パペット・ポーン,11
戦場の惨劇,11
プロモーション,11
パペット・クィーン,11
パペット・ルーク,11
鎧竜－アームド・ドラゴン－,11
ダイナ・ベース,11
ダイナ・タンク,11
氷騎士,11
エンジェルO１,11
モーターシェル,11
モーターバイオレンス,11
古生代化石騎士 スカルキング,11
古生代化石竜 スカルギオス,11
ウィッシュ・ドラゴン,11
ブラックマンバ,11
レベル・レジストウォール,11
カシモラル,11
弓神レライエ,11
ボティス,11
毒蛇の怨念,11
呪念の化身ウルボヌス,11
陰魔羅鬼,11
陰の光,11
劫火の槍術士 ゴースト・ランサー,11
劫火の眠り姫 ゴースト・スリーパー,11
幽合－ゴースト・フュージョン,11
劫火の翼竜 ゴースト・ワイバーン,11
ダイダラボッチ,11
ローズ・パピヨン,11
氷結界,11
バーニング・ドラゴン,11
ダーク・アリゲーター,11
レプティア・エッグ,11
クイーン・バタフライ ダナウス,11
BF－下弦のサルンガ,11
魔道騎士ガイア,11
呪われし竜－カース・オブ・ドラゴン,11
砲撃のカタパルト・タートル,11
暗黒騎士ガイアソルジャー,11
教導の聖女エクレシア,11
教導の鉄槌テオ,11
教導の天啓アディン,11
教導の騎士フルルドリス,11
教導の大神祇官,11
教導枢機テトラドラグマ,11
アルバスの落胤,11
焔聖騎士－アストルフォ,11
焔聖騎士－オジエ,11
焔聖騎士－オリヴィエ,11
焔聖騎士－モージ,11
メルフィー・ラビィ,11
メルフィー・フェニィ,11
メルフィー・キャシィ,11
メルフィー・パピィ,11
メルフィー・ポニィ,11
ファーニマル・ドルフィン,11
エッジインプ・サイズ,11
享楽の堕天使,11
悦楽の堕天使,11
堕天使ネルガル,11
マシンナーズ・リザーブレイク,11
奇動装置メイルファクター,11
斬機ダイア,11
ネメシス・キーストーン,11
コアキメイル・サプライヤー,11
サンダー・ハンド,11
機巧辰－高闇御津羽靇,11
揺海魚デッドリーフ,11
レッドポータン,11
龍狸燈,11
メガリス・フール,11
竜魔道騎士ガイア,11
灰燼竜バスタード,11
デストーイ・クルーエル・ホエール,11
黎明の堕天使ルシフェル,11
焔聖騎士導－ローラン,11
焔聖騎士帝－シャルル,11
混沌魔龍 カオス・ルーラー,11
森のメルフィーズ,11
メルフィー・マミィ,11
六花聖ストレナエ,11
旋壊のヴェスペネイト,11
戦華盟将－双龍,11
走破するガイア,11
螺旋融合,11
教導国家ドラグマ,11
天底の使徒,11
『焔聖剣－デュランダル』,11
『焔聖剣－オートクレール』,11
『焔聖剣－ジョワユーズ』,11
メルフィーのおいかけっこ,11
メルフィーのかくれんぼ,11
デストーイ・リペアー,11
深海の都 マガラニカ,11
戦華史略－東南之風,11
魔救の奇縁,11
三戦の才,11
ブリザード,11
海竜神の激昂,11
禁じられた一滴,11
天幻の龍輪,11
賽挑戦,11
螺旋砲撃,11
螺旋蘇生,11
ドラグマ・パニッシュメント,11
ドラグマ・エンカウンター,11
オリファンの角笛,11
メルフィータイム,11
魔玩具厄瓶,11
叛逆の堕天使,11
影依の偽典,11
ドラゴンメイドのお片付け,11
リターナブル瓶,11
天龍雪獄,11
ジャンクスリープ,11
海霊賊,11
バラガール,11
スクリプトン,11
トウテツドラゴン,11
優麗なる霊鏡,11
海造賊－青髭の海技士,11
海造賊－金髪の訓練生,11
海造賊－双翼のリュース号,11
海造賊－進水式,11
海造賊－象徴,11
海造賊－誇示,11
海造賊－祝宴,11
リアクター・スライム,11
ガーディアン・スライム,11
神・スライム,11
古の呪文,11
ゴッド・ブレイズ・キャノン,11
千年の啓示,11
太陽神合一,11
機皇神龍トリスケリア,11
機皇帝ワイゼル∞－S・アブソープション,11
機皇枢インフィニティ・コア,11
機皇兵廠オブリガード,11
機皇創出,11
機皇統制,11
根絶の機皇神,11
脅威の人造人間－サイコ・ショッカー,11
魔鏡導士サイコ・バウンダー,11
サイコ・ギガサイバー,11
電脳エナジーショック,11
宇宙の法則,11
宇宙との交信,11
不朽の特殊合金,11
暗黒騎士ガイアオリジン,11
パワードクロウラー,11
風化戦士,11
中生代化石騎士 スカルナイト,11
新生代化石騎士 スカルポーン,11
新生代化石竜 スカルガー,11
化石融合－フォッシル・フュージョン,11
タイム・ストリーム,11
標本の閲覧,11
奇跡の穿孔,11
サイキック・ウェーブ,11
アーマード・ホワイトベア,11
アフター・グロー,11
ハイレート・ドロー,11
Sin パラダイム・ドラゴン,11
ヌメロン・ウォール,11
CNo.1 ゲート・オブ・カオス・ヌメロン－シニューニャ,11
No.1 ゲート・オブ・ヌメロン－エーカム,11
No.2 ゲート・オブ・ヌメロン－ドゥヴェー,11
No.3 ゲート・オブ・ヌメロン－トゥリーニ,11
No.4 ゲート・オブ・ヌメロン－チャトゥヴァーリ,11
ヌメロン・ネットワーク,11
ヌメロン・ダイレクト,11
No.3 地獄蝉王ローカスト・キング,11
花札衛－桜－,11
超勝負！,11
極氷獣ブリザード・ウルフ,11
極氷獣ポーラ・ペンギン,11
極氷獣アイスバーグ・ナーワル,11
キリビ・レディ,11
電幻機塊コンセントロール,11
遮断機塊ブレイカーバンクル,11
複写機塊コピーボックル,11
充電機塊セルトパス,11
計量機塊カッパスケール,11
掃除機塊バキューネシア,11
洗濯機塊ランドリードラゴン,11
乾燥機塊ドライドレイク,11
機塊リユース,11
機塊テスト,11
家電機塊世界エレクトリリカル・ワールド,11
憑依覚醒－デーモン・リーパー,11
憑依覚醒－大稲荷火,11
大霊術－「一輪」,11
憑依連携,11
精霊術の使い手,11
百年竜,11
時の魔導士,11
ハーピィ・レディ・SC,11
人造人間－サイコ・レイヤー,11
エクストクス・ハイドラ,11
トライエッジ・マスター,11
液状巨人ダイダラタント,11
綱引犬会,11
トゥーン・カオス・ソルジャー,11
トゥーン・ハーピィ・レディ,11
トゥーンのしおり,11
トゥーン・フリップ,11
トゥーン・テラー,11
混沌の創世神,11
カオス・ダイダロス,11
混沌のヴァルキリア,11
混沌領域,11
エターナル・カオス,11
レイダーズ・ウィング,11
幻影騎士団ステンドグリーブ,11
幻影騎士団ティアースケイル,11
RR－ヒール・イーグル,11
RR－ストラングル・レイニアス,11
鉄獣戦線 ナーベル,11
鉄獣戦線 ケラス,11
鉄獣戦線 フラクトール,11
教導の神徒,11
電脳堺媛－瑞々,11
電脳堺悟－老々,11
電脳堺豸－豸々,11
電脳堺麟－麟々,11
双天拳の熊羆,11
双天脚の鴻鵠,11
インフェルニティ・コンジュラー,11
インフェルニティ・ワイルドキャット,11
U.A.リベロスパイカー,11
U.A.プレイングマネージャー,11
憑依覚醒－ガギゴバイト,11
憑依覚醒－ラセンリュウ,11
機巧牙－御神尊真神,11
獣王アルファ,11
奇采のプルフィネス,11
巌帯の美技－ゼノギタム,11
魔導闇商人,11
貪食魚グリーディス,11
コウ・キューピット,11
禰須三破鳴比,11
ネフティスの繋ぎ手,11
痕喰竜ブリガンド,11
双天拳 鎧阿,11
双天脚 鎧吽,11
双天将 金剛,11
混沌幻魔アーミタイル－虚無幻影羅生悶,11
電脳堺狐－仙々,11
インフェルニティ・ヘル・デーモン,11
焔聖騎士将－オリヴィエ,11
ペンギン勇者,11
レイダーズ・ナイト,11
アーク・リベリオン・エクシーズ・ドラゴン,11
電脳堺甲－甲々,11
電脳堺凰－凰々,11
わくわくメルフィーズ,11
天霆號アーゼウス,11
鉄獣戦線 徒花のフェリジット,11
鉄獣戦線 銀弾のルガル,11
鉄獣戦線 凶鳥のシュライグ,11
プランキッズ・ミュー,11
転晶のコーディネラル,11
RUM－ファントム・フォース,11
鉄獣の戦線,11
鉄獣の凶襲,11
教導神理,11
電脳堺都－九竜,11
電脳堺門－青龍,11
双天招来,11
阿吽の呼吸,11
双天の調伏,11
インフェルニティ・パラノイア,11
U.A.ハイパー・スタジアム,11
U.A.ロッカールーム,11
暗黒界の援軍,11
アルカナリーディング,11
新風の空牙団,11
エクシーズ・インポート,11
ジャック・イン・ザ・ハンド,11
レイダーズ・アンブレイカブル・マインド,11
RR－ファントム・クロー,11
鉄獣の抗戦,11
鉄獣の血盟,11
電脳堺門－朱雀,11
双天の再来,11
双天の使命,11
インフェルニティ・サプレッション,11
U.A.マン・オブ・ザ・マッチ,11
魍魎跋扈,11
ワーニングポイント,11
魔獣の大餌,11
一か八か,11
妖竜マハーマ,11
ジャブィアント・パンダ,11
瓔珞帝華－ペリアリス,11
サイコ・イレイザー,11
シンクロ・トランスミッション,11
被検体ミュートリアM－０５,11
被検体ミュートリアST－４６,11
ミュートリアル・ビースト,11
ミュートリアル・ミスト,11
ミュートリアル・アームズ,11
ミュートリア進化研究所,11
ミュートリア超個体系,11
太陽の魔術師エダ,11
輪廻竜サンサーラ,11
受け継ぎし魂,11
束ねられし力,11
対峙する宿命,11
超重禽属コカトリウム,11
電脳堺嫦－兎々,11
ドラグニティアームズ－グラム,11
ドラグニティ－レガトゥス,11
ドラグニティ－レムス,11
ドラグニティ・ドラフト,11
疾風のドラグニティ,11
ドラグニティ・グロー,11
ドラグニティ・ヴォイド,11
ドラグニティナイト－アラドヴァル,11
法典の大賢者クロウリー,11
絶火の大賢者ゾロア,11
結晶の大賢者サンドリヨン,11
聖魔の大賢者エンディミオン,11
法典の守護者アイワス,11
絶火の竜神ヴァフラム,11
結晶の女神ニンアルル,11
聖魔の乙女アルテミス,11
三賢者の書,11
大いなる魔導,11
聖なる法典,11
絶火の祆現,11
Live☆Twin キスキル,11
Live☆Twin リィラ,11
Evil★Twin キスキル,11
Evil★Twin リィラ,11
Evil★Twins キスキル・リィラ,11
Live☆Twin エントランス,11
Live☆Twin チャンネル,11
シークレット・パスフレーズ,11
Evil★Twin チャレンジ,11
Evil★Twin イージーゲーム,11
Evil★Twin プレゼント,11
竜輝巧－バンα,11
竜輝巧－ラスβ,11
竜輝巧－エルγ,11
竜輝巧－アルζ,11
竜輝巧－ルタδ,11
竜儀巧－メテオニス＝DRA,11
竜儀巧－メテオニス＝QUA,11
流星輝巧群,11
竜輝巧－ファフニール,11
極超の竜輝巧,11
喰光の竜輝巧,11
星彩の竜輝巧,11
ドライトロン流星群,11
ドラグニティ－ギザーム,11
アームド・ドラゴン・サンダー LV１０,11
アームド・ドラゴン・サンダー LV７,11
アームド・ドラゴン・サンダー LV５,11
アームド・ドラゴン・サンダー LV３,11
アームド・ドラゴン LV１０－ホワイト,11
スプリガンズ・ロッキー,11
スプリガンズ・ピード,11
スプリガンズ・バンガー,11
スプリガンズ・キャプテン サルガス,11
鉄獣戦線 キット,11
S－Force 乱破小夜丸,11
S－Force プロフェッサー・Ϝ,11
S－Force オリフィス,11
S－Force グラビティーノ,11
S－Force プラ＝ティナ,11
WW－ブリザード・ベル,11
WW－フリーズ・ベル,11
魔轟神マルコシア,11
魔轟神獣アバンク,11
パラメタルフォーゼ・メルキャスター,11
メタルフォーゼ・バニッシャー,11
セイクリッド・カドケウス,11
電子光虫－レジストライダー,11
光天のマハー・ヴァイロ,11
戦華の叛－呂奉,11
夢魔鏡の使徒－ネイロイ,11
マシンナーズ・アンクラスペア,11
Live☆Twin リィラ・トリート,11
風の天翼ミラドーラ,11
妖精弓士イングナル,11
契珖のヴルーレセンス,11
ダイカミナリ・ジャイクロプス,11
天孔邪鬼,11
黄紡鮄デュオニギス,11
ワイトベイキング,11
おジャマ・ピンク,11
鎧竜の聖騎士,11
鉄駆竜スプリンド,11
パラメタルフォーゼ・アゾートレス,11
黄金狂エルドリッチ,11
双天将 密迹,11
夢魔鏡の魘魔－ネイロス,11
WW－ダイヤモンド・ベル,11
魔轟神アンドレイス,11
ドラグニティナイト－ゴルムファバル,11
スプリガンズ・シップ エクスブロウラー,11
神樹獣ハイペリュトン,11
S－Force ジャスティファイ,11
ヘビーメタルフォーゼ・アマルガム,11
閉ザサレシ世界ノ冥神,11
武装竜の霹靂,11
武装竜の襲雷,11
武装竜の震霆,11
スプリガンズ・ウォッチ,11
大砂海ゴールド・ゴルゴンダ,11
鉄獣の邂逅,11
S－Force ブリッジヘッド,11
S－Force ショウダウン,11
WWの鈴音,11
魔轟神界の階,11
混錬装融合,11
黄金郷の七摩天,11
デーモンの杖,11
鎧竜降臨,11
金満で謙虚な壺,11
ツッパリーチ,11
武装竜の万雷,11
スプリガンズ・コール！,11
スプリガンズ・ブラスト！,11
ドラグマ・ジェネシス,11
S－Force スペシメン,11
氷風のリフレイン,11
弑逆の魔轟神,11
戦華史略－大丈夫之義,11
電脳堺門－玄武,11
双天の転身,11
夢魔鏡の夢語らい,11
E.M.R.,11
碑像の天使－アズルーン,11
壱時砲固定式,11
被検体ミュートリアGB－８８,11
シンセシス・ミュートリアス,11
究極体ミュートリアス,11
フュージョン・ミュートリアス,11
ミュートリア反射作用,11
ミュートリア連鎖応動,11
ミュートリアスの産声,11
カオス・グレファー,11
迅雷の暴君 グローザー,11
氷結界の虎将 ウェイン,11
氷結界の照魔師,11
氷結界の依巫,11
氷結界の霜精,11
氷結界に至る晴嵐,11
氷結界の晶壁,11
氷結界の還零龍 トリシューラ,11
トリシューラの鼓動,11
超電導波サンダーフォース,11
ゴッド・ハンド・クラッシャー,11
交差する魂,11
絶対なる幻神獣,11
黄金の邪教神,11
千年の血族,11
予見者ゾルガ,11
竜血公ヴァンパイア,11
ラヴァル・アーチャー,11
ラヴァルバル・サラマンダー,11
聖刻天龍－エネアード,11
創造の聖刻印,11
星なる影 ゲニウス,11
影依の炎核 ヴォイド,11
アラドヴァルの影霊衣,11
妖精伝姫－ラチカ,11
妖精の伝姫,11
銀河眼の極光波竜,11
クロノダイバー・アジャスター,11
クロノダイバー・ダブルバレル,11
聖種の地霊,11
聖蔓の乙女,11
聖種の影芽,11
聖種の天双芽,11
聖天樹の幼精,11
聖天樹の精霊,11
聖天樹の大精霊,11
聖天樹の大母神,11
聖蔓の守護者,11
聖蔓の癒し手,11
聖蔓の剣士,11
聖蔓の社,11
聖天樹の開花,11
聖夜に煌めく竜,11
ホーリーナイツ・レイエル,11
ホーリーナイツ・アステル,11
ホーリーナイツ・フラムエル,11
聖なる篝火,11
煌めく聖夜,11
聖なる降誕,11
聖夜の降臨,11
聖なる煌炎,11
フリント・クラッガー,11
シェル・ナイト,11
古生代化石マシン スカルコンボイ,11
中生代化石マシン スカルワゴン,11
新生代化石マシン スカルバギー,11
インフェルニティ・セイジ,11
インフェルニティ・ポーン,11
煉獄の契約,11
煉獄の釜,11
ドール・モンスター ガールちゃん,11
ドール・モンスター 熊っち,11
デメット爺さん,11
人形の幸福,11
聖天樹の月桂精,11
聖天樹の灰樹精,11
聖蔓の交配,11
氷結界の随身,11
ウォークライ・フォティア,11
ウォークライ・ガトス,11
ウォークライ・オーピス,11
ウォークライ・スキーラ,11
ウォークライ・バシレオス,11
ザ・ロック・オブ・ウォークライ,11
ウォークライ・オーディール,11
颶風龍－ビュフォート・ノウェム,11
褒誉の息吹,11
三相魔神コーディウス,11
大融合,11
マテリアクトル・ギガドラ,11
マテリアクトル・ギガヴォロス,11
ペンデュラム・アンコール,11
粛星の鋼機,11
増援部隊,11
形勢反転,11
ZW－天馬双翼剣,11
ZS－武装賢者,11
ZS－昇華賢者,11
覇蛇大公ゴルゴンダ,11
スプリガンズ・ブラザーズ,11
驚楽園の支配人 ＜∀rlechino＞,11
驚楽園の大使 ＜Bufo＞,11
驚楽園の案内人 ＜Comica＞,11
ロクスローズ・ドラゴン,11
紅蓮薔薇の魔女,11
ダンマリ＠イグニスター,11
武神－マヒトツ,11
武神－トリフネ,11
S－Force ドッグ・タッグ,11
S－Force エッジ・レイザー,11
ジーナの蟲惑魔,11
Live☆Twin キスキル・フロスト,11
海造賊－黒翼の水先人,11
ホーリーナイツ・シエル,11
氷結界の浄玻璃,11
スクラップ・ラプター,11
ダーク・オネスト,11
光の天穿バハルティヤ,11
王家の守護者スフィンクス,11
天魔神 シドヘルズ,11
アンカモフライト,11
ダークアイ・ナイトメア,11
地久神－カルボン,11
ヤモイモリ,11
変導機咎 クロックアーク,11
落魂,11
凶導の白騎士,11
烙印竜アルビオン,11
ミュステリオンの竜冠,11
ブラッド・ローズ・ドラゴン,11
ガーデン・ローズ・フローラ,11
ラヴァルバル・エクスロード,11
スター・マイン,11
竜装合体 ドラゴニック・ホープレイ,11
ZW－弩級兵装竜王戟,11
スプリガンズ・メリーメイカー,11
結晶の魔女サンドリヨン,11
竜輝巧－ファフμβ’,11
鉄獣戦線 塊撃のベアブルム,11
ダークインファント＠イグニスター,11
クラリアの蟲惑魔,11
バージェストマ・カンブロラスター,11
廻生のベンガランゼス,11
照耀の光霊使いライナ,11
RUM－ゼアル・フォース,11
ゼアル・コンストラクション,11
ゼアル・エントラスト,11
凶導の福音,11
スプリガンズ・ブーティー,11
白の烙印,11
アメイジングタイムチケット,11
アメイズメント・スペシャルショー,11
アメイズメント・プレシャスパーク,11
薫り貴き薔薇の芽吹き,11
めぐり－Ai－,11
ユウ－Ai－,11
武神籬,11
炎雄爆誕,11
皆既月蝕の書,11
ワンクリウェイ,11
極東秘泉郷,11
ゼアル・アライアンス,11
烙印凶鳴,11
烙印の裁き,11
アメイズメント・ファミリーフェイス,11
A・∀・CC,11
A・∀・WW,11
A・∀・MM,11
A・∀・RR,11
A・∀・HH,11
果たし－Ai－,11
S－Force チェイス,11
ワン・バイ・ワン,11
ブービーゲーム,11
福悲喜,11
プロキシー・ホース,11
クロノダイバー・テンプホエーラー,11
CNo.1000 夢幻虚神ヌメロニアス,11
CiNo.1000 夢幻虚光神ヌメロニアス・ヌメロニア,11
ヌメロン・カオス・リチューアル,11
溟界の滓－ヌル,11
溟界の滓－ナイア,11
溟界の漠－フロギ,11
溟界の漠－ゾーハ,11
溟界の黄昏－カース,11
溟界の昏闇－アレート,11
溟界王－アロン,11
溟界妃－アミュネシア,11
溟界神－オグドアビス,11
溟界の蛇睡蓮,11
溟界の淵源,11
溟界の虚,11
溟界の呼び蛟,11
ドドレミコード・キューティア,11
レドレミコード・ドリーミア,11
ミドレミコード・エリーティア,11
ファドレミコード・ファンシア,11
ソドレミコード・グレーシア,11
ラドレミコード・エンジェリア,11
シドレミコード・ビューティア,11
ドドレミコード・クーリア,11
ドレミコード・エレガンス,11
ドレミコード・スケール,11
ドレミコード・ハルモニア,11
ドレミコード・ムジカ,11
ドレミコード・フォーマル,11
ベアルクティ－ミクポーラ,11
ベアルクティ－ミクタナス,11
ベアルクティ－ミクビリス,11
ベアルクティ－メガポーラ,11
ベアルクティ－メガタナス,11
ベアルクティ－メガビリス,11
ベアルクティ－ポラリィ,11
ベアルクティ－セプテン＝トリオン,11
ベアルクティ－グラン＝シャリオ,11
ベアルクティ・ディパーチャー,11
ベアルクティ・スライダー,11
ベアルクティ・ビッグディッパー,11
ベアルクティ・クィントチャージ,11
ステイセイラ・ロマリン,11
あまびえさん,11
霊塞術師 チョウサイ,11
破魔のカラス天狗,11
想い集いし竜,11
スターダスト・シンクロン,11
スターダスト・トレイル,11
喜劇のデスピアン,11
悲劇のデスピアン,11
デスピアの導化アルベル,11
デスピアの大導劇神,11
黒衣竜アルビオン,11
妖眼の相剣師,11
魔鍵銃士－クラヴィス,11
しゃりの軍貫,11
いくらの軍貫,11
先史遺産メガラ・グローヴ,11
先史遺産アカンバロの土偶,11
機巧菟－稻羽之淤岐素,11
機巧鳥－常世宇受賣長鳴,11
機巧蛙－磐盾多邇具久,11
機巧猪－伊服岐雹荒神,11
ガスタ・ヴェズル,11
驚楽園の助手 ＜Delia＞,11
エーリアン・バスター,11
森の聖獣 カルピポニカ,11
氷河のアクア・マドール,11
人攻智能ME－PSY－YA,11
守護天霊ロガエス,11
修士号ディプロマン,11
木花咲弥,11
死眼の伝霊－プシュコポンポス,11
スロワースワロー,11
絆醒師セームベル,11
エアロピΞ,11
魔鍵銃－バトスバスター,11
魔鍵砲－ガレスヴェート,11
デスピアン・クエリティス,11
デスピアン・プロスケニオン,11
魔鍵召獣－アンシャラボラス,11
魔鍵召竜－アンドラビムス,11
無の畢竟 オールヴェイン,11
シューティング・セイヴァー・スター・ドラゴン,11
ダイガスタ・ラプラムピリカ,11
星風狼ウォルフライエ,11
甲纏竜ガイアーム,11
弩級軍貫－いくら型一番艦,11
先史遺産ヴィマナ,11
黒熔龍騎ヴォルニゲシュ,11
告天子竜パイレン,11
宇宙鋏ゼロオル,11
グランドレミコード・ミューゼシア,11
激撮ディスパラッチ,11
光来する奇跡,11
スターダスト・イルミネイト,11
セイヴァー・アブソープション,11
烙印劇城デスピア,11
烙印開幕,11
烙印の絆,11
魔鍵－マフテア,11
魔鍵施解,11
軍貫処 『海せん』,11
先史遺産驚神殿－トリリトン,11
機巧伝－神使記紀図,11
ガスタへの追風,11
Live☆Twin トラブルサン,11
古代遺跡の静粛,11
二量合成,11
高尚儀式術,11
簡素融合,11
シンクロ・オーバーテイク,11
ペンデュラム・トレジャー,11
信用取引,11
セイヴァー・ミラージュ,11
スプリガンズ・インタールーダー,11
繋がれし魔鍵,11
魔鍵錠－解－,11
きまぐれ軍貫握り,11
先史遺産石紋,11
A・∀・VV,11
モンスターアソート,11
獣王無塵,11
ストールターン,11
謙虚な瓶,11
プルーフ・プルフラス,11
聖座天嗣ストン,11
ペンドラザクション,11
刺し違GUY,11
常世離レ,11
ウォークライ・ウェント,11
ウォークライ・マムード,11
ウォークライ・メテオラゴン,11
ウォークライ・ディグニティ,11
ウォークライ・スピリッツ,11
ウォークライ・ジェネレート,11
ウォークライ・ビッグブロウ,11
魔道騎竜カース・オブ・ドラゴン,11
パイル・アームド・ドラゴン,11
アタッチメント・サイバーン,11
サイバー・ダーク・キメラ,11
エターナル・サイバー,11
サイバーダーク・ワールド,11
サイバーダーク・インヴェイジョン,11
鎧皇竜－サイバー・ダーク・エンド・ドラゴン,11
サイバネティック・ホライゾン,11
華信龍－ノウルーズ・エリーズ,11
SR吹持童子,11
SRマジックハウンド,11
HSRコルク－１０,11
クリスタルクリアウィング・シンクロ・ドラゴン,11
HSR／CWライダー,11
SRルーレット,11
SRデュプリゲート,11
時花の賢者－フルール・ド・サージュ,11
花騎士団の白馬,11
ネクロ・シンクロン,11
フルール・ド・バロネス,11
フルール・ド・フルーレ,11
シンクロ・ディレンマ,11
革命の御旗,11
LL－ベリル・カナリー,11
LL－セレスト・ワグテイル,11
LL－アンサンブルー・ロビン,11
LL－プロム・スラッシュ,11
LL－バード・コール,11
LL－バード・サンクチュアリ,11
LL－比翼の麗鳥,11
クリバー,11
クリビー,11
クリブー,11
クリベー,11
クリバビロン,11
ティンクル・ファイブスター,11
